review/summary,num_letters
cellet elit clip treo,18
veri good holder treo,18
junk trash garbag rip wast cr p,25
treo clip holder,14
xm power adapt,12
work perfect nexus,16
like oem,7
xm auto charger,13
replac part,10
guess ok bought wrong one,21
work fine roadi,13
bellin f x,8
work well,8
rew,3
wrong plug,9
doe work onyx cradl,16
doe work power connect dock,23
great amp power suppli,19
didnt work xmp portabl satellit radio,32
work great xm mifi,15
perfect,7
basic replac origin,17
glad avail,9
belkin f x auto power adapt xm inno,28
power suppli,11
good item use car,14
xmp car charger,13
excel qualiti car plug adapt xm,26
skifi,5
buyer respons see fit xm satellit radio,33
roadi,5
poor servic,10
hate,4
work great,9
inexpens work,12
great replac product origin equip stop work,37
doe work skyfi,12
doe work xm radio buy,17
doe fit ski fi cradl,16
display order,12
mbr pretti good issu iphon,22
dynamit product soni ericsson,26
aspir best,9
veri averag product,17
mazda auxiliari input jack stereo,29
better choic,11
mbr,3
good devic bad instruct,20
compact long life good sound qualiti,31
perfect,7
work iphon g,10
great pair hp ipaq pocket pc phone,28
excel gadget,11
doe work iphon,12
work well motorola phone,21
plantron qualiti,15
doe fit well,10
great long bf marathon,19
excel use blackberri,18
wa thought probabl work fine motorola,32
nice,4
buy case motorala v cell phone,25
go,2
great bargain,12
great everyth hope,16
excel product,12
awesom time,10
bubbl gum pink slvr,16
far work great,12
real complaint,13
great case treo slip break,22
treo slip case break month,22
krusel treo case,14
krusel palm treo cabriolet case,27
mia,3
bueno,5
good product,11
buy,3
doe work,7
loser,5
view zip linq ac wall plug,21
work creativ zen microphoto,24
work well,8
work advertis,12
doe work,7
confirm doe charg ipod shuffl,25
doe work ipod shuffl,17
wast time,8
work blow,8
nice adapt usb charg,17
lucki someth work devic includ bb,28
zip linq ac wall review,19
univers charger,14
zip linq usb adapt,15
great item pc altern charger,24
harsh review,11
use power sourc rather charger,26
doe work g ipod ipod video,21
perfect ipod shuffl,17
inexpens altern appl usb wall charger,32
doe work creativ lab zen micro photo,30
doe work creativ zen,17
doe work g ipod video,17
great altern plug comput,21
work take forev charg,18
work soni mp player,16
listen say,9
good charger,11
dose work zenmicro gb,18
soo cool,7
great price great product,22
great buy experi,14
good product,11
work great,9
use,3
thing work,9
good spiderpodium half price,25
spider,6
spider stand,11
cover must,9
passport seri cover review,23
requir item p,11
junk,4
nice case,8
best phone far,12
best cell phone use,16
ok phone worth price,17
big disappoint,13
best phone ever,13
veri durabl phone loooong battteri life,34
worth everi penni,15
great phone terribl servic,23
silver black,11
best phone seen,13
vm scp horribl,12
charg,5
great look phone pretti much end,27
sprint duh,9
wast money,9
sprint bad servic,15
phone ai joke,11
great phone need function,22
best phone ever,13
phone awesom,11
great phone,10
plea read explain lower review,26
final phone last,14
thing rock,9
phone nice,9
worst recept ever,15
worth,5
best sprint phone,15
great featur short implement,25
great phone work,14
great phone,10
sorri sanyo vm need new mic amp ringer tone,35
phone shabi,10
cool phone,9
nice look bad recept,17
phone okay sprint combin good,25
great get camera,14
best packag cell phone organ,24
great phone great featur,21
buy,3
whoever say phone dumb dumb themselv,31
anyon el power problem,19
great phone ever,14
vm horribl,9
phone best phone,14
bad servic amazon com,18
avoid dumb phone,14
best phone sanyo qualiti flip phone speakerphon,41
great phone,10
veri happi power user phone,23
onli drawback batteri,19
better everi way,14
around excel phone,16
sorri,5
simpli awesom,12
sanyo vm scp,10
amaz phone mani use,16
charger,7
use lg rumor touch,15
one sweet look phone,17
would love buy,12
got v razor silver,15
nice plastic phone,16
donno look amaz,13
motorola qa problem,17
awesom phone peopl read,20
beauti disappoint,16
okay,4
phone cool contact volum vibrat need work,35
much complain,12
pretti,6
look care bad review,17
great phone cool featur,20
best phone ever alot,17
best phone sinc v,14
unaccept,8
big wast money,12
sleek design buzz sound lcd screen keypad,35
veri poor function cute packag,26
phone great,10
recept issu,10
glad got insur bought phone,23
hate phone,9
way outdat complain much paid use,28
featerus realli want miss,22
great phone read,14
overal great phone coupl mirror thing,32
good hype weak usabl,17
good qualiti bad featur set crippl usb,32
eh,2
reliabl make phone worth,21
better past phone,15
messag issu,10
nice sleek phone,14
fashion cute yet yet crack,22
good time,8
nice phone go amazon,17
happi ignor star review,20
word phone back cell phone,22
worst cellphon ever,17
best phone ever,13
good phone great toy,17
good phone,9
look great lack perform featur,26
love phone,9
small annoy overal good phone,25
good phone howev,14
bewar buy com offer free razr,24
blk razr headset,14
bad review made nervous,20
care serious take review,21
best phone ever,13
good phone good servic,19
excel phone,10
sturdi fast download,18
best phone ever,13
look,4
yes razr cingular,15
poor cust serv amazon part,22
razor,5
amazon ship,10
anoth unabl charg victim,21
year contract phone,17
unbia review,11
good fashion function horribl,26
attract phone becaus size slim ness veri dissapoint,44
okay phone okay cust servic cingular,31
luv razr,7
good product rd razor mo,20
cingular weasal compani,21
ok mayb thin,10
chep phone,9
awsom,5
realli sharp cell phone,20
amaz phone veri shi purchas,23
five month still good,18
excel phone,10
great phone overal,16
quit whine,9
great phone especi price,21
love phone batteri charg short,26
fine star way,11
nice littl phone,14
great phone,10
tip add,6
oh razr love,10
great phone great servic amazon,27
great look phone yer sort thing,26
style v function,14
slick phone read manual,20
veri cool phone inde,17
veri disappoint,14
tough look cool,13
cool phone,9
terribl oper system poor phone overal,32
style substanc,13
caution read fine print,20
awesomest phone ever,18
cingular razr headach,19
okay phone,9
nice phone bewar cannot get rebat take old number cingular,49
great phone,10
love new razr v blk phone,20
good room improv,14
love fantast,11
razr thinn good featur easi use issu whatels want,41
get like like everyon el,20
razr best phone ani provid,22
rate becaus star option,20
amazon number portabl,19
phone suck doe moto,16
nice slim worth money,18
excel phone,10
rebat,5
motorola v black version,21
phone amaz foot ssienc,19
omg,3
nice look phone,13
buy item amazon,13
get mobil razr,12
want new cell phone keep,20
razor problem,12
former custom need save current cell number,37
judg cell phone look,17
wow,3
doe everyth suppos,16
great phone,10
overal quit impress inde,21
great phone except earpiec volum,28
excel phone bad price,18
great phone good servic believ negat hype,35
bewar phone cannot listen,22
razr rule,8
believ rebat offer,16
outstand phone,13
motorola razr v hook,17
hope phone never quit work,22
work expect,10
best phone ever,13
bewar,5
sleek design low qualiti compon,27
sleek problem alreadi,19
mani qualiti issu,15
awesom phone,11
razr v slv phone,13
cant damn screen,14
bad phone horribl custom servic cingular,35
junk worst phone ever,18
awesom phone everyth ever want,26
buy phone,8
utter aw,7
motoroa razr v awesom cell phone,27
crack,5
good phone avoid cingular servic,28
razr v phone afford sharp look practic,32
great phone mani capabl howev drawback,33
phone work great stylish,21
terribl,7
good phone rebat port,18
great phone,10
love razr v,9
caveat emptor,12
gimm break,9
go look durabl usag,16
good phone shadi rebat,19
huh,3
veri happi,9
beauti brain,11
plea motorola razr v cingular servic,31
got get black,11
best cell phone,13
like phone,9
caution rebat issu,16
great phone poor manual,20
good phone,9
disappoint veri disappoint,24
come serious,11
two word love,11
purchas best buy,14
razor sharp,10
actual phone,11
bad bad,6
good phone bad headach,19
world thinnest phone day,21
nice phone avoid cingular,22
big enough featur,15
veri nice product,15
excel,5
great phone horribl servic provid,29
pathet worst experi,17
motorola razr v top line cell phone,29
ver slick phone use exist headset,28
bad celli bad,11
truck driver cingular,19
overhyp status symbol jack trade master none,38
razr doe cut,10
document,8
phone amaz,9
veri disapoint devic even basic,27
rebat,5
phone stink liter,15
worst cell phone ever buy anoth one,29
problem razr,11
screw rebat,10
white nois anyon,14
nice function could stand bit louder,31
see problem well,14
make mistak,10
opinion,7
great sound qualiti quirki softwar,30
hot good,7
buyer bewar,10
razr hip cool,11
razr great drop cingular,21
pleasant surpris,15
love,4
custom like,10
great phone one major flaw,22
moto razr,8
nice phone lot feautur,19
phone razr aw stay away phone,24
excel love,9
best,4
motorola razr blk phone,20
awesom,6
never got rebat,13
deliveri phone,13
cingular suck,12
wait next version toarriv,22
da bomb,6
amazon suck,10
poor qualiti phone,16
get,3
design noth insid,15
noth bling,9
bewar incorrect messag,20
problemat,9
motorola razr,12
mani problem,11
razr,4
sever flaw phone regardless popular,31
power problem,12
improv,6
good,4
read want info razr phone,21
nice hardwar terribl interfac,26
black razr v,10
basic phone mani flaw,18
fanci look crap phone,18
black razr v phone,15
cheap motorola krap,17
great slim high function phone,26
phone yet ship,12
worst phone ever bought,20
amazon poor polici,16
cell manufactur take note,22
motorola,8
v razr power,10
awesom,6
love,4
j schauli right,13
roam charg,9
impress contempl take back,23
motorola razr emit frequenc,24
stylishhh doe even describ enough,29
motorola razr phone,17
hear,4
form befor function experi,23
lot problem,10
onc great cell phone,17
work great far,12
difficult oper,13
yes,3
futurist design backward user interfac,34
bad phone,8
reliabl phone,12
stay away zero start,17
love,4
sleek look phone,14
coolest phone,12
never problem great phone,22
nice phone easi use bright screen,28
great function phone,18
work cingular blue great phone,26
good look outsid good insid,23
great phone,10
road weari user give cent worth,26
public servic announc differ black silver razr,40
excel phone perfect,17
moron,5
veri good cell phone,17
doe phone suppos,14
noth phone cingular suck big,24
great cellphon,13
sweet,5
meet expect,10
overr horribl,12
good poor volum recept,19
troubl batteri,13
worth cost,9
bad phone wors servic,18
worst phone servic ever,20
worst phone ever,14
good featur fragil phone,21
qualiti control,14
first motorola,13
cingular honor,13
dont buy amazon,13
love phone,9
great phone bluetooth tip,22
volum issu,9
black razr bomb,13
great phone great look great price,29
miss,4
awesom much say,13
sleek sexi,9
awesom phone disappoint,21
problem motorola razr black,24
word star horribl,15
great phone great color right price one caveat,39
poor contstruct hing,18
need help,8
could live without,16
made antiqu cell work go,20
long last batteri cell phone,24
work mislabl,11
like great price amazon,20
wilson ant adapt,14
veri happi product,16
nice look good hold charg,21
great littl product,17
blackberri batteri backup,23
thank god case,12
cellet stingray case,18
big clip,7
cell phone cover,14
excel product,12
great,5
much headach,11
hershey eat heart,15
hate phone,9
batteri suck,11
money suck devic cute,18
chocol creat equal,16
hot chocol,9
ignor review,11
doe work expect,13
work,4
dont buy head phone,16
cheap,5
nikon coolpix minisync retract charg cabl,36
sound qualtiy,12
fit phone great,13
scala bta ii univers bluetooth adapt,31
persist work well,15
motorola razr v black phone,23
veri good phone servic,19
usb data cabl,11
must product low price,19
never work,9
cord standard,12
cutest thing ever lose,19
cute practic,11
fun stock stuffer,15
great phone,10
favorit cell phone ever,20
great standard phone,18
old faith,8
sturdi reliabl,13
perfect phone regular peopl electron savvi,37
nice style lack area,17
bad could better,14
th phone,7
excel phone terribl servic,23
go back old phone terribl connect,28
sansung review,13
hear,4
good overal,10
phone total garbag,16
look kewl menu hard navig,21
great phone doe con,16
sansung review,13
samsung great,12
great phone,10
terribl phone terribl manufactur,29
nice phone bad case,16
bad review,9
hot phone,8
phone pretti cool,15
befor,5
cute littl phone pretti good around,30
overal good phone,15
amaz endur,9
broken hing year use,17
im haha,6
almost two year samsung sch,23
